124.1453322,478.6978631,346.0109851,637.3824159,301.9607171,67.23495004,793.7461025,196.2599055,324.9756739,523.1037543
129.3242605,394.2961745,413.4887782,628.8845577,282.2498299,70.77056311,834.2125131,206.2171237,349.9399848,485.0797891
129.3473457,344.4644014,388.3785015,622.5009638,302.0614449,59.94946674,873.0252611,197.6885976,446.9069507,426.6322802
124.3325079,474.7184864,347.9724451,636.9560934,301.622112,67.1591794,795.9342822,196.458748,327.6972173,520.6348351
129.2290097,394.9684328,411.7955407,628.9279289,282.9664612,70.5126955,834.1557143,205.8814367,351.204378,484.7420744
129.472812,347.9330105,388.7872976,623.8280146,302.1927354,60.34521679,872.5212094,198.1297899,444.0576601,429.8053738
124.4804533,471.7155501,349.595967,636.6373956,301.2971786,67.13049236,797.5526039,196.6405991,329.569471,518.8511804
129.1685012,395.1156634,410.576126,628.9195759,283.5342976,70.28756797,834.3382184,205.6196837,352.5556084,484.1977967
128.9898228,349.4892945,387.3670913,622.1592418,300.9175272,60.42772416,868.0355831,197.6179878,439.4101737,430.7151224
124.6328868,468.2612012,351.0836043,636.2627972,301.1073684,67.02198164,799.5014806,196.7655076,332.2041772,516.588824
129.1079928,395.2628939,409.3567113,628.911223,284.102134,70.06244044,834.5207226,205.3579307,353.9068387,483.6535191
129.1152891,352.9579035,387.7758874,623.4862926,301.0488178,60.82347421,867.5315315,198.0591801,436.5608832,433.888216
124.7808322,465.2582649,352.7071262,635.9440994,300.782435,66.9932946,801.1198023,196.9473586,334.0764309,514.8051693
129.0082539,396.3865648,407.7993584,629.0104948,284.683642,69.88439651,834.1333688,205.0791862,354.4087795,483.794506
129.2452435,355.9751,388.0487989,624.7574427,301.3152316,61.13940058,867.3580348,198.4434299,434.474045,436.582608
124.9287775,462.2553286,354.330648,635.6254016,300.4575017,66.96460756,802.738124,197.1292096,335.9486846,513.0215146
129.1606487,397.1466985,407.3928469,630.0021418,285.625672,69.80120447,835.6126471,205.1787235,356.1342034,484.0953896
128.9796457,357.6928748,387.3056112,624.0327693,300.5493401,61.28401974,864.4997377,198.2359756,430.9632046,437.8588162
125.0419806,459.77742,355.4803472,635.3584279,300.2813632,66.90318044,804.1171428,197.2371266,337.7341012,511.4444227
128.8827489,397.1324384,405.4964135,629.0496894,285.6841915,69.51396514,834.1678221,204.6126227,356.3487878,483.1846524
128.8922087,360.5485805,386.9015041,624.3598201,300.3064371,61.53783431,862.6989118,198.3158775,427.7397205,440.1867486
125.189926,456.7744837,357.103869,635.0397301,299.9564298,66.8744934,805.7354645,197.4189776,339.6063549,509.660768
128.8177524,397.7310815,404.4128834,629.0972371,286.1169047,69.36866129,834.0197712,204.4078122,356.9375658,483.1190764
